Time: B1 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy J2 x y dx dy B2 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy Lam1 x y Lam2 x y K1 Lin Ang K2 Lin Ang Pot1 - Pot2 - Total Total
RK45  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - dt dt  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - - - - - Kin Kin - Kin Kin - - - - Kinet Poten
4 SimBody1 - - - - - - - - - - - - Joint001 - - - - Joint004 - - - - SimBody2 - - - - - - - - - - - - Joint004 - - - - SimBody1 - - SimBody2 - - SimBody1 - - SimBody2 - - SimBody1 - SimBody2 -  - - 
1.48 -   63.68248895 -259.5904531  -1.246742036972163 -71.43305686004818 -385.05600651 -129.33839516 -2.0309883814592298 -116.36706249771996 -958.06713455  548.46880453 -3.667813157695168 -210.15021397848457 -  2.08288498e-10 -7.00000005e+01 -4.77712092e-10  2.93198354e-09 -  127.36497724 -449.18090903 -770.11201973 -258.67678897 -  162.23562696 -514.07594734 2.0638672390958726 118.25088227551107 -835.91409954 -294.03482761 -1.013977054077097 -58.0966057217261 -4530.6999917   -221.98447941 -39.736681550248505 -2276.7441446846046 -  127.36497724 -449.18090899 -770.11201973 -258.67678892 - 0.5700177351980946 -2.1733907643346972 - 0.4588005966785956 -0.970928829953886 - 9.57680487111613 2.915006490581508 - 39.75702373894929 0.05282237924520783 - 5.673894171082509 - 15.348849233677413 52.301657479892135 21.02274340475992 
1.49 -   59.78761477 -260.85450068 -1.2672166842948083 -72.60616773865459 -393.56586016 -123.28954261 -2.062125125495748 -118.15106651879158 -746.35760672  657.41942896 -2.5785042673290253 -147.73741197442573 -  2.12608597e-10 -7.00000005e+01 -3.30999228e-10  2.42015119e-09 -  119.57522881 -451.70900416 -787.13172711 -246.57908371 -  153.65176308 -517.02453082 2.0516699859788843 117.55203115025486 -880.6703531  -295.38022413 -1.4321039837670813 -82.05351409372551 -4417.72660316   -40.78404306 -43.71277736090145 -2504.557653574666 -  119.57522881 -451.70900412 -787.13172711 -246.57908365 - 0.5340012216087574 -2.2043875206007795 - 0.44736036489031333 -0.9892780626257905 - 9.872696545611527 3.0050705738806553 - 43.68715692634865 0.10536850307984663 - 4.234405666141811 - 12.419702670136644 56.67029254892068 16.654108336278455 
1.5 -   55.81796377 -262.05299849 -1.2879501972709364 -73.79411052666646 -400.03960358 -116.26684473 -2.0829646385589498 -119.3450826644208 -551.59539299  743.34029375 -1.611095218413114 -92.308956408779 -  2.12722284e-10 -7.00000005e+01 -3.03032266e-10  2.15366924e-09 -  111.63592674 -454.10599978 -800.07921398 -232.53368779 -  144.62626477 -519.97682645 2.0351107724568998 116.60325810338918 -924.21319845 -294.70418586 -1.8845062472554985 -107.97425443377725 -4288.04250915   184.20844328 -46.57131513735405 -2668.339803744111 -  111.63592674 -454.10599973 -800.07921399 -232.53368774 - 0.49825982860956736 -2.2371454640664967 - 0.43422792623360523 -1.0120618901068885 - 10.07324867042979 3.066115019642916 - 47.64614855364989 0.1824554614236925 - 2.869564764915765 - 9.48686841570202 60.967967705146286 12.356433180617785 
1.51 -   51.79297226 -263.17734685 -1.3088459814062317 -74.99135076723529 -404.67021302 -108.49653705 -2.094811946831335 -120.0238834270189 -378.59908718  807.13764204 -0.7833177545463038 -44.88080135316776 -  2.08203232e-10 -7.00000005e+01 -2.94960500e-10  2.06722461e-09 -  103.58594365 -456.35469647 -809.34043287 -216.99307227 -  135.17211004 -522.91025448 2.013904741340949 115.38824202022211 -966.3719124  -291.51761361 -2.359404445112697 -135.18391686936343 -4140.47314156   462.57744673 -48.191939605652685 -2761.1947459532557 -  103.58594365 -456.35469643 -809.34043287 -216.99307222 - 0.46323397978846687 -2.2727403653892053 - 0.41928433826113887 -1.040250881900183 - 10.188162066967292 3.101092582750928 - 51.58720380157485 0.2860003016413925 - 1.5891647481364544 - 6.572777385264089 65.16245875293447 8.161942133400544 
1.52 -   47.72989203 -264.22115415 -1.3298214434056228 -76.19315621313744 -407.70317404 -100.19314637 -2.099169767813731 -120.27356817718375 -233.11905514  850.23589993 -0.11737460571094521 -6.72506952924929 -  1.96102690e-10 -7.00000005e+01 -2.28908448e-10  2.29614727e-09 -   95.45978312 -458.44231105 -815.40635488 -200.38629077 -  125.30408961 -525.79693658 1.9878908621626474 113.89775653454217 -1006.94984455  -285.25770918 -2.843806019941381 -162.93808269653755 -3970.95906352   799.21373739 -48.450467636626165 -2776.0073110138637 -   95.45978312 -458.44231101 -815.40635488 -200.38629072 - 0.42918012764308605 -2.3118328419829868 - 0.4021185227602384 -1.0743403010402675 - 10.230594865855672 3.1140083605962814 - 55.458698167073756 0.4154910211627799 - 0.4004843211238267 - 3.705124151095106 69.2187924146885 4.1056084722189325 
1.53 -   43.64321368 -265.18009431 -1.350810222217071 -77.39572465616705 -409.44712825  -91.55435966 -2.0977914306366716 -120.19459527419227 -122.02705626  874.59481841 0.3588219141376158 20.558981276890993 -  1.78886239e-10 -7.00000005e+01 -3.16617843e-11  2.93258040e-09 -   87.28642635 -460.36019134 -818.89426325 -183.1087172  -  115.03921329 -528.60322049 1.9570444037399315 112.13038465399478 -1045.69495593  -275.34306515 -3.3234265153591096 -190.41831285194704 -3772.52268202  1192.6623703  -47.212653596384605 -2705.0857906859856 -   87.28642635 -460.3601913  -818.89426325 -183.10871716 - 0.39618939493540556 -2.3545030566038494 - 0.38202389490923927 -1.1141828127659676 - 10.217164242019752 3.10992032119892 - 59.20406901811507 0.5674581861977115 - -0.6915499985564679 - 0.9173391185546507 73.09861176753145 0.22578911999818274 
1.54 -   39.54398249 -266.05170941 -1.3717649664875824 -78.59634306364327 -410.28375124  -82.75497094 -2.092732338230974 -119.9047306311791 -52.93597999 882.86831686 0.6133485115015664 35.14228107967099 -  1.92422078e-10 -7.00000005e+01 -2.00657269e-10  2.40099496e-09 -   79.08796391 -462.10342153 -820.56750916 -165.50993963 -  104.39740286 -531.28984006 1.9214902975428496 110.09328442454206 -1082.27297016  -261.24575778 -3.7826132121790015 -216.72777258828017 -3535.85226534  1633.40168419 -44.34177696281453 -2540.596676079694 -   79.08796391 -462.10342149 -820.56750916 -165.50993958 - 0.36420257226630565 -2.4000948797704913 - 0.35805750371465006 -1.158814207597197 - 10.167943667239284 3.0949384669236273 - 62.76212975287342 0.7350985649224661 - -1.6841391633227545 - -1.7515704005179487 76.7601104519588 -3.435709563840703 
1.55 -   35.43904663 -266.83514241 -1.3926604812639598 -79.79356787108296 -410.67015149  -73.93882264 -2.0863660191345796 -119.53996741592216 -33.06037022 878.63017306 0.6157593387423407 35.28041130570252 -  2.00600425e-10 -7.00000005e+01 -4.24392965e-10  1.44684975e-09 -   70.87809212 -463.67028751 -821.3403096 -147.8776429 -   93.40241192 -533.81287962 1.881516593892595 107.80295991387578 -1116.25018691  -242.57965176 -4.204433686931623 -240.89630550381003 -3250.67794196  2102.41899283 -39.7246352978556 -2276.0539452635417 -   70.87809212 -463.67028747 -821.3403096  -147.87764284 - 0.3330171824588884 -2.4470978565865624 - 0.32917937230789746 -1.2063091689609082 - 10.106173787469878 3.076136830789738 - 66.06818564086562 0.908190006652302 - -2.576307167796699 - -4.257978209414318 80.15868626577755 -6.8342853772110175 
1.56 -   31.33035198 -267.53077826 -1.4134966935206446 -80.98739489442974 -411.12579406  -65.20865244 -2.081325243030309 -119.25115221967705 -67.27467373 866.54267054 0.34650671371039926 19.853372268553777 -  1.83579374e-10 -7.00000005e+01 6.08281425e-10 8.54655013e-10 -   62.66070275 -465.06155919 -822.25159467 -130.41730237 -   82.08283387 -536.12567834 1.8375853995839535 105.28588789102149 -1147.09448757  -219.19826984 -4.57112388811238 -261.90610642027053 -2908.03235739  2570.89232519 -33.317154160862096 -1908.932318804128 -   62.66070275 -465.06155914 -822.25159469 -130.41730232 - 0.30229099754329025 -2.493134555621147 - 0.2944814229976932 -1.2537490446553903 - 10.057398626828515 3.0612905525544005 - 69.05622124956386 1.0735139399560554 - -3.3684923896334453 - -6.555531089479587 83.24842436890283 -9.924023479113032 
1.57 -   27.2144755  -268.13977803 -1.4343005060580571 -82.17936555060484 -412.19698653  -56.61520836 -2.0803343559967082 -119.19437857467751 -155.65179849  852.305668   -0.19114402935959257 -10.95174616142935 -  1.91313632e-10 -7.00000005e+01 -1.97644567e-10  1.08845200e-09 -   54.42894973 -466.2795587  -824.39397955 -113.23041408 -   70.47297394 -538.18169703 1.7903367901044873 102.57874197998625 -1174.20269552  -191.28566572 -4.86506693533301 -278.7478024432273 -2503.1876639   3002.09875538 -25.20286723997568 -1444.017924479132 -   54.42894973 -466.27955866 -824.39397954 -113.23041403 - 0.27155371630601155 -2.5351479033572146 - 0.25348489105453814 -1.2974150935714999 - 10.047824559905791 3.0583763794343732 - 71.66219746183954 1.2160161538337102 - -4.062017056709351 - -8.597996608323228 85.98441455501342 -12.66001366503258 
1.58 -   23.08263701 -268.66351247 -1.4551253796156305 -83.37254291434738 -414.39710704  -48.1486404  -2.085924601402262 -119.51467604285814 -291.2392617   842.23158077 -0.9604422384914185 -55.029286731655546 -  1.95885974e-10 -7.00000005e+01 -6.13454176e-10  3.41827189e-09 -   46.16527268 -467.32702754 -828.79422054  -96.29727802 -   58.61329739 -539.93814852 1.7405800051857399 99.72788820200184 -1196.95788948  -159.41309799 -5.070348229722074 -290.50955422470327 -2038.5390579   3356.42491739 -15.64555587454685 -896.4243197476462 -   46.16527268 -467.32702749 -828.79422054  -96.29727798 - 0.24024080956949775 -2.5698592349141083 - 0.2064323256516098 -1.333295874653313 - 10.101897862387847 3.074835316397138 - 73.82817885604321 1.3208006673591868 - -4.658442152090572 - -10.342869659560733 88.32571270218739 -15.001311811651306 
1.59 -   18.92140205 -269.10293785 -1.4760476226694434 -84.57129913927776 -418.13041317  -39.73629802 -2.100071544399786 -120.32523616962841 -459.1937975   842.39553448 -1.8871882740984243 -108.12792325241769 -  2.10739870e-10 -7.00000005e+01  2.01737294e-10 -8.21302137e-10 -   37.8428027  -468.20587829 -836.26083278  -79.4725931  -   46.55017597 -541.35989293 1.6892669035343666 96.78786404365236 -1214.81031742  -124.53056669 -5.174691863459332 -296.48800405690696 -1525.21798096  3599.19093304 -5.1079801733230665 -292.66570576791446 -   37.8428027  -468.20587824 -836.26083279  -79.47259302 - 0.2077564217477695 -2.594461928497428 - 0.1544509504071231 -1.357879535684948 - 10.239386620278996 3.116684411901875 - 75.5067065350682 1.3757220325124082 - -5.158856698604438 - -11.755242009470635 90.2384995997615 -16.914098708075073 
1.6 -   14.71415433 -269.45799803 -1.4971590316993217 -85.78089377626416 -423.61817356  -31.25060543 -2.12384651790915 -121.68744180975031 -638.20906166  857.51512995 -2.8669573502303822 -164.2645562122107 -  1.96463290e-10 -7.00000005e+01 -1.75703008e-10  1.90474481e-09 -   29.42830719 -468.91599862 -847.23635358  -62.50120774 -   34.33478161 -542.42283311 1.6374460085435942 93.81874547009049 -1227.36296669   -87.87410694 -5.171309790273541 -296.2942255373568 -982.26533692 3709.17517687 5.7867260023249765 331.5549771318322 -   29.42830719 -468.91599857 -847.23635358  -62.50120769 - 0.1735553817843734 -2.607354621937419 - 0.09946893934722065 -1.3690170722224562 - 10.472539770321916 3.1876520211198827 - 76.66465685091481 1.3739243323846468 - -5.5631967416144334 - -12.811175340636396 91.69877297474126 -18.37437208225083 
1.61 -   10.44319495 -269.72716139 -1.5185566028785784 -87.00688429666633 -430.85100954  -22.52803808 -2.1571978872963395 -123.59833451661808 -804.21740597  889.92155582 -3.7832609566125726 -216.76488561052685 -  2.14200213e-10 -7.00000005e+01 -2.19188223e-10 -8.46526405e-10 -   20.88638836 -469.4543253  -861.70202556  -45.05607285 -   22.02121206 -543.11598686 1.5862010013735666 90.88262283813027 -1234.43504954   -50.79835794 -5.060068098613893 -289.9205460993633 -433.11650752 3684.45208283 16.35008817874083 936.7910473085883 -   20.88638836 -469.45432525 -861.70202556  -45.05607277 - 0.13721697897961055 -2.6086129389241854 - 0.04385947258604137 -1.366513492130888 - 10.80402880261989 3.288551297410233 - 77.28584847709628 1.3154502501049903 - -5.869718082188285 - -13.499759852060038 92.69387882723139 -19.369477934248323 
1.62 -    6.09210915 -269.90719228 -1.5403310767525076 -88.25446975076035 -439.58473184  -13.39620721 -2.1989440594886855 -125.99021399406591 -935.09036292  939.02335679 -4.530266492821254 -259.56515010819135 -  2.07464268e-10 -7.00000005e+01 -2.96950020e-10  1.17642251e-09 -   12.18421669 -469.81438704 -879.16947021  -26.79241092 -    9.66419028 -543.44167597 1.5365828838094349 88.03971411432158 -1236.08121731   -14.57646428 -4.847547044756245 -277.74398665564763   99.43817523 3542.80629112 25.946922093387204 1486.6491273058377 -   12.18421669 -469.81438699 -879.16947021  -26.79241086 - 0.09848029140045454 -2.5999691791185717 - -0.010069590617943384 -1.352169754105037 - 11.226234844486378 3.417063193492832 - 77.37186710248662 1.2072737830414975 - -6.074735992407 - -13.823302037250073 93.22243892350733 -19.898038029657073 
1.6300000000000001 -    1.64794671 -269.99320886 -1.5625565083365516 -89.52789317838284 -449.38028346   -3.70289954 -2.2469777204803143 -128.74234004344842 -1014.45922718  1001.45688702 -5.030865310779199 -288.2473496064194 -  2.00479633e-10 -7.00000005e+01 -1.63765890e-10  2.05575423e-09 -    3.29589176 -469.98642017 -898.76057352   -7.40579535 -   -2.68317603 -543.41379215 1.4895472629993356 85.34477155512518 -1232.56118908    19.77502914 -4.545997035051809 -260.46644378745447  597.78448312 3316.54399438 34.0899984188502 1953.2130330077662 -    3.29589176 -469.98642012 -898.76057352   -7.4057953  - 0.05722886128700774 -2.584304355325026 - -0.06053454831368303 -1.3292573394804963 - 11.722042544245618 3.567978105338908 - 76.94092889223732 1.0617444533320655 - -6.172691072007069 - -13.795602028364101 93.29269399515391 -19.96829310037117 
1.6400000000000001 -   -2.89715472 -269.97901343 -1.585282615656772 -90.83000321259284 -459.67153299    6.65939657 -2.298598869058396 -131.70001399059024 -1033.34370244  1071.79258081 -5.2438051794579605 -300.4479053717824 -  1.99267713e-10 -7.00000005e+01 -5.80143933e-10  1.71150738e-09 -   -5.79431117 -469.95802927 -919.34307264   13.31879711 -  -14.97113599 -543.05463722 1.4459059493206194 82.8443084689282 -1224.27394555    51.60097303 -4.1716145418738115 -239.01590700476982 1051.85887352 3044.17429807 40.47859242333248 2319.2525064871825 -   -5.79431117 -469.95802922 -919.34307264   13.31879716 - 0.013439294744426367 -2.564887795182345 - -0.10651631749554885 -1.3016758665488168 - 12.266824110429182 3.7337997778769263 - 76.02505008843104 0.8940669683363616 - -6.156525417549744 - -13.438814632141202 92.91974094507351 -19.595340049690947 
1.6500000000000001 -   -7.54506594 -269.85762757 -1.6085306195321782 -92.16201571675741 -469.83758792   17.73740455 -2.3508614345592815 -134.694438420317 -989.51631712 1143.45368618 -5.159745527107107 -295.6316420647416 -  1.93407956e-10 -7.00000005e+01 -5.51494850e-10  2.29168506e-09 -  -15.09013368 -469.71525751 -939.67518254   35.47481331 -  -27.15430363 -542.39114079 1.4062967253814127 80.5748671074231 -1211.68112786    80.62770041 -3.7427263739723764 -214.4424251009194 1458.98158575 2762.29521535 44.98079931677956 2577.2099599764056 -  -15.09013368 -469.71525746 -939.67518255   35.47481335 - -0.03287561854144111 -2.5446621288584335 - -0.14774353263551251 -1.2731314271509107 - 12.830979874472554 3.9055186064430245 - 74.66620901243802 0.7196773915876821 - -6.018292051608057 - -12.779691937179564 92.12238488494128 -18.79798398878762 
1.6600000000000001 -  -12.29142619 -269.62194308 -1.6322922198093106 -93.52345512711396 -479.26095357   29.50978515 -2.4008430503122367 -137.55817405620593 -885.49785593 1209.51593516 -4.790787055190405 -274.4918788083184 -  1.94422256e-10 -7.00000005e+01 -1.28011379e-10  2.37999842e-09 -  -24.58285425 -469.24388849 -958.5219139    59.01957478 -  -39.19194266 -541.45124784 1.3711697262563354 78.56223831059644 -1195.24198078   106.91309169 -3.2783371231033698 -187.8348809748833 1821.89647565 2499.92807305 47.58353060635233 2726.3354780755676 -  -24.58285425 -469.24388844 -958.5219139    59.01957483 - -0.0817011096148372 -2.5257623932548503 - -0.18449404984781365 -1.2465628612211288 - 13.382378241493845 4.073354313701084 - 72.9123941894661 0.5521650675623078 - -5.749896210877694 - -11.845994704425834 90.92029181222334 -17.595890915303528 
1.67 -  -17.12587614 -269.26541015 -1.656530708355763 -94.91221822260188 -487.36354733   41.88648578 -2.4458010456759 -140.13407744591254 -726.30245254 1263.22110407 -4.159018189030607 -238.29418914959658 -  1.92731164e-10 -7.00000005e+01 -1.07661435e-10  2.33978170e-09 -  -34.25175421 -468.53082259 -974.72710143   83.77297628 -  -51.04771434 -540.26103889 1.3407856732276968 76.82136030755376 -1175.37210083   130.7549259  -2.797217261724841 -160.2687434779744 2146.15153462 2275.79681172 48.33859278922503 2769.5973544241087 -  -34.25175421 -468.53082253 -974.72710144   83.77297633 - -0.1330169296573521 -2.5093001373639066 - -0.21732968557822638 -1.2238662455505835 - 13.888265601386676 4.227337292098033 - 70.8143196369685 0.40198893946098474 - -5.3438790142143375 - -10.663631558118936 89.33191146991419 -16.007510572333274 
1.68 -  -22.0325449  -268.78271122 -1.6811831059094071 -96.3246965573043 -493.62241748   54.71179076 -2.4832261097738 -142.2783756667288 -517.72628485 1298.21802783 -3.287952104746746 -188.38577884314452 -  1.84872562e-10 -7.00000005e+01 -2.62332378e-10  2.53345434e-09 -  -44.06509179 -467.56542468 -987.24484171  109.42358647 -  -62.68914276 -538.84286104 1.3152207297836154 75.35659694471725 -1152.42778673   152.58416779 -2.317464731250201 -132.7809482710561 2437.70916808 2097.87577941 47.324073079094056 2711.469656800768 -  -44.06509179 -467.56542463 -987.24484172  109.42358652 - -0.1867540118865697 -2.495345607804671 - -0.24685422184096106 -1.2058491011942236 - 14.316547307834012 4.357698510776916 - 68.42321915589605 0.27592304336519313 - -4.794184862598797 - -9.25480225704348 87.37338801787217 -14.048987119642277 
1.69 -  -26.9906227  -268.17039537 -1.7061624796645904 -97.75590924835618 -497.57263533   67.76892823 -2.510832335014648 -143.86009586131692 -265.51567218 1308.65959335 -2.1984721215093046 -125.96317393965543 -  1.74495085e-10 -7.00000005e+01 -3.73177045e-10  3.03589331e-09 -  -53.98124747 -466.34079293 -995.14527735  135.53786163 -  -74.08703289 -537.2145229  1.2943741784668608 74.16217753686432 -1126.71109483   172.86105736 -1.8563410931703441 -106.36050997536226 2701.23722956 1964.26040991 44.62843967168513 2557.021239441767 -  -53.98124747 -466.34079287 -995.14527736  135.53786168 - -0.24271798475724718 -2.483027177385271 - -0.2735403480619259 -1.1923185625655017 - 14.636633108188626 4.455126849151736 - 65.78968046013199 0.17704238920094606 - -4.0968838674318135 - -7.637198040359749 85.0584828066733 -11.734081907791563 
1.7 -  -31.97493595 -267.42746209 -1.7313600354350656 -99.19962284804991 -498.80631554   80.78562051 -2.5265295490938358 -144.75947997816772   24.59886554 1289.32169663 -0.9092371970733434 -52.09545396860726 -  1.93960403e-10 -7.00000005e+01 -7.21342985e-11  2.41301734e-09 -  -63.94987403 -464.8549263  -997.61263769  161.5712464  -  -85.21501128 -535.38947206 1.277977318345483 73.222706654643 -1098.48797152   191.98368896 -1.4301550065689381 -81.94184592590467 2939.20636463 1864.7282686  40.3563116851188 2312.2463362717945 -  -63.94987403 -464.85492625 -997.61263769  161.57124645 - -0.30049381089208427 -2.4707032332787584 - -0.2976382537628322 -1.1822394564882932 - 14.820215698615003 4.51100607504238 - 62.963111720997794 0.10508190228473617 - -3.2508366562970537 - -5.8241778411304495 82.39941539693992 -9.075014497427503 
1.71 -  -36.95652597 -266.55588137 -1.75664701605145 -100.64846011399786 -496.97541266   93.44154275 -2.528417925802079 -144.86767599368085  346.23349931 1235.88413784 0.5595061674700148 32.057342007571684 -  1.87952764e-10 -7.00000005e+01 -1.26760824e-10  2.30380692e-09 -  -73.91305414 -463.11176482 -993.95083179  186.88309105 -  -96.04928002 -533.37780009 1.2656041093747306 72.51377400158549 -1068.01145831   210.21474415 -1.054003206219822 -60.38993530965275 3151.76785694 1782.81101163 34.649873081093396 1985.2914882106138 -  -73.91305414 -463.11176477 -993.95083179  186.8830911  - -0.35935574378216817 -2.456204601311616 - -0.3191632586589837 -1.1739441188035462 - 14.842377805404055 4.517751820203556 - 59.99124967738599 0.05707495379101445 - -2.2582866558218484 - -3.825766700803797 79.40845425678461 -6.084053356625645 
1.72 -  -41.90329535 -265.56102156 -1.7818767725261888 -102.09401867814327 -491.8028591  105.3796935 -2.514830697899811 -144.0891851795985  691.4250098  1145.43248137 2.18045968122246 124.93113713248785 -  1.87988292e-10 -7.00000005e+01 -7.13384907e-11  2.75072409e-09 -  -83.80659296 -461.12204513 -983.6057245   210.75939267 - -106.5685967 -531.187867  1.2566856252964076 72.00278250424296 -1035.54254572   227.6319004  -0.7412575744908068 -42.47093055042746 3337.32793394 1698.48316617 27.716381072400953 1588.0316588248531 -  -83.80659296 -461.12204508 -983.60572451  210.75939272 - -0.41821798069793886 -2.437165083240933 - -0.33795396963134905 -1.16540467326948 - 14.68328629705355 4.46932723750672 - 56.919174887662855 0.028229292452815045 - -1.125347278619131 - -1.6502695352476167 76.10001771467594 -2.7756168138667476 
1.73 -  -46.78081032 -264.45193519 -1.8068875350697102 -103.52702981429093 -483.1022864   116.22366454 -2.4844303407801798 -142.34737302095317 1049.92324561 1017.1125292  3.9144565380559926 224.28183871799968 -  1.84229521e-10 -7.00000005e+01 6.82121026e-12 2.81866619e-09 -  -93.56162297 -458.90387233 -966.20457887  232.44733484 - -116.75442442 -528.82827557 1.2505309619569924 71.65014627057057 -1001.36238709   244.10861517 -0.5027974005603079 -28.80816900225433 3493.66793806 1591.53889012 19.849410164319348 1137.2874282395767 -  -93.56162297 -458.90387228 -966.20457887  232.44733489 - -0.47566596172534537 -2.4114393782562376 - -0.35378571468327874 -1.1545749785744064 - 14.330436184447326 4.3619260340480315 - 53.787610442566866 0.012988163649885536 - 0.1376724951315964 - 0.6937675816074034 72.49296082471211 0.8314400767389998 
1.74 -  -51.55332615 -263.24143933 -1.8315063452214109 -104.93758373261718 -470.80175151  125.60140513 -2.4363395052651784 -139.59197111268574 1409.16386077  852.7307552  5.708693757044763 327.08405881134627 -  1.92372340e-10 -7.00000005e+01 -2.71313638e-10  2.17897878e-09 - -103.10665468 -456.48288056 -941.60350884  251.20281607 - -126.59114179 -526.30986011 1.2463566171986478 71.41097393368487 -965.77164599  259.33113999 -0.34611460049758297 -19.830905836368085 3619.34078697 1445.37276087 11.431107439984997 654.9542114717352 - -103.10665469 -456.4828805  -941.60350884  251.20281612 - -0.5300946173157115 -2.3775556452996636 - -0.3665119552582884 -1.139773489304512 - 13.781020395498802 4.194693787762473 - 50.63077363056064 0.006154624261745904 - 1.5161766826392409 - 3.1955817813661724 68.61264243808367 4.711758464005413 
1.75 -  -56.18503597 -261.9459326  -1.8555543123020135 -106.31543075220527 -454.96314781  133.17354812 -2.3702672038580777 -135.80630709934255 1755.17089412  657.02001896 7.499580661672717 429.69432003177604 -  1.93679739e-10 -7.00000005e+01 -7.46467776e-10  1.49637458e-09 - -112.37007439 -453.89186705 -909.92630115  266.34710201 - -136.06617682 -523.647318   1.2433244996866248 71.23724639725825 -929.07610618  272.85233907 -0.2745277214637625 -15.729279799216613 3714.94977848 1250.39800975 2.907616369129803 166.5941463942902 - -112.37007439 -453.89186699 -909.92630115  266.34710206 - -0.5799426421097916 -2.335092495390896 - -0.3761937842100583 -1.120029402890165 - 13.043687205787997 3.9702628775899154 - 47.47451562481116 0.003871989006864487 - 2.9914906507108867 - 5.840572554820824 64.49233769719595 8.83206320553171 
1.76 -  -60.64145414 -260.58492424 -1.8788529116362165 -107.65034216262141 -435.78838042  138.66176067 -2.2865837015035213 -131.0115955995534 2074.23849044  437.35756455 9.219914848597531 528.2622082946378 -  2.00600425e-10 -7.00000005e+01 5.07498044e-10 3.60475383e-09 - -121.28291076 -451.16985027 -871.57676603  277.32352703 - -145.16994024 -520.86015111 1.2405861311928121 71.08034943981119 -891.56183947  284.17360567 -0.2867697968935413 -16.43069905382374 3783.89752806 1006.08271961 -5.259611133138218 -301.3535198088404 - -121.28291076 -451.16985022 -871.57676604  277.32352708 - -0.6239635584190547 -2.2848524507516785 - -0.3831757668403463 -1.0952888548297603 - 12.138917725293824 3.694867383631301 - 44.33562677247014 0.004225017596577078 - 4.541397417762084 - 8.609366586651959 60.173636898991845 13.150764004414043 
1.77 -  -64.89077057 -259.18030342 -1.9012306271979482 -108.93249081945285 -413.60702015  141.87142021 -2.186311226574984 -125.26640598481686 2354.83788453  202.93350572 10.808011056591702 619.2534184734341 -  1.95868211e-10 -7.00000005e+01 -2.12423856e-10  2.46893705e-09 - -129.78154369 -448.36060857 -827.21404515  283.74284597 - -153.89548549 -517.97271972 1.2373282963807326 70.89368925472823 -853.46667204  292.83687156 -0.3771272906151452 -21.607802091451482 3832.35947649  720.86184573 -12.652193973765117 -724.917316277595 - -129.78154369 -448.36060851 -827.21404515  283.74284602 - -0.6614444055617381 -2.228756509295487 - -0.38808325815460604 -1.0664060094943648 - 11.097616950701722 3.3779142288494675 - 41.222828811902914 0.007306975087440518 - 6.140969755011895 - 11.477764182448936 55.70566696654154 17.61873393746083 
1.78 -  -68.90499153 -257.75542988 -1.9225290548253056 -110.15280083276527 -388.84670883  142.70415116 -2.071027773143332 -118.66115065549023 2589.05240209  -36.38987231 12.215402500492356 699.8910083317646 -  1.95726102e-10 -7.00000005e+01 -1.02033937e-10  2.69349698e-09 - -137.80998564 -445.51086143 -777.69342214  285.40830769 - -162.23789754 -515.0134177  1.2328144723531245 70.63506618848155 -814.95570177  298.5047999  -0.5361281886507886 -30.717882487683788 3868.53467863  409.9371564  -18.943066719692947 -1085.3577740731346 - -137.80998564 -445.51086137 -777.69342214  285.40830774 - -0.6922964530552175 -2.169488938117026 - -0.3917465341070068 -1.0349202714734835 - 9.95812576100026 3.031073684572985 - 38.1392698525181 0.014767228299860019 - 7.7636057438020885 - 14.417558634405566 51.143236526391206 22.181164378207654 
1.79 -  -72.66072708 -256.33415694 -1.9426077178995609 -111.30322348518526 -361.99370244  141.15890569 -1.9427125403031988 -111.30922936651213 2773.07145618 -271.16934413 13.410532601138108 768.3669190678115 -  2.11343831e-10 -7.00000005e+01 5.24664756e-11 2.26455654e-09 - -145.3214568  -442.66831551 -723.98740898  282.3178165  - -170.19348285 -512.01318214 1.2264173405165608 70.26853753325767 -776.10668634  301.01151496 -0.7515953213122281 -43.063239812969684 3901.48563982   91.76493196 -23.919685569594364 -1370.4970304177355 - -145.3214568  -442.66831545 -723.98740898  282.31781655 - -0.7169950623801862 -2.1100149254285747 - -0.3950833078247762 -1.002700612990697 - 8.762395424913182 2.6671149595558785 - 35.08571017260903 0.02902216724628794 - 9.382141385030025 - 17.398016795866283 46.544242724324384 26.780158180896308 
