Time: B1 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy J2 x y dx dy B2 x y phi phi dx dy dphi dphi d2x d2y d2phi d2phi J1 x y dx dy Lam1 x y Lam2 x y K1 Lin Ang K2 Lin Ang Pot1 - Pot2 - Total Total
RK45  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - dt dt  - - - (rad) (deg) dt dt dt(r) dt(d) dt2 dt2 dt2(r) dt2(d) - - - dt dt - - - - - - - Kin Kin - Kin Kin - - - - Kinet Poten
4 SimBody1 - - - - - - - - - - - - Joint001 - - - - Joint004 - - - - SimBody2 - - - - - - - - - - - - Joint004 - - - - SimBody1 - - SimBody2 - - SimBody1 - - SimBody2 - - SimBody1 - SimBody2 -  - - 
4.17 -   29.08249562 -267.87422207 -1.4248664645008462 -81.63883478562562 -503.44676265  -73.99391467 -2.5442766550782943 -145.77631424964855   99.09746524 1323.14225531 1.4522278477800419 83.20652656916334 - -8.16609003e-10 -7.00000005e+01 -1.03119646e-09  5.68344660e-09 -   58.16498999 -465.7484468  -1006.89353328  -147.98782618 -   78.42779913 -536.57744329 1.8494347156165067 105.96480368980347 -1113.30798119  -178.43094606 -1.5024135986702047 -86.08195828686459 -2776.98022214  1968.10764585 -41.35928986755269 -2369.7127530689586 -   58.16498998 -465.74844654 -1006.89353329  -147.98782606 - 0.26970672938613405 -2.4850979856369273 - 0.2812104498680511 -1.192708152286042 - 15.029150274862186 4.574601987677883 - 64.36860199446895 0.11596868063403654 - -3.7596037927684165 - -7.004318027177078 84.08832293764306 -10.763921819945494 
4.18 -   24.05793295 -268.54776547 -1.4502146731919294 -83.09118016184154 -500.98614662  -60.70423974 -2.5232525111489994 -144.57171953462438  386.7704541  1329.53912364 2.7194593677476147 155.81354432925357 - -8.17543366e-10 -7.00000005e+01 -1.20076038e-09  5.02708986e-09 -   48.11586459 -467.09553357 -1001.97230106  -121.40847614 -   67.15989194 -538.26191046 1.832268637285687 104.98125985065653 -1139.86082395  -158.30726035 -1.9375515291426868 -111.01352520899488 -2529.39178134  2061.51551686 -45.40682748755215 -2601.6195761153535 -   48.11586458 -467.09553331 -1001.97230107  -121.40847602 - 0.211240232806459 -2.4952994983744854 - 0.25613844673920466 -1.2021670851290454 - 14.781795476975116 4.4993116532619455 - 67.05473398378068 0.19287157517456446 - -4.52663029128604 - -8.677681278625982 86.5287126891923 -13.204311569912022 
4.19 -   19.07171022 -269.08859632 -1.4752926685638486 -84.52804345530112 -495.84617064  -47.4996292  -2.4905804802479095 -142.6997500558709  634.01605661 1307.01313715 3.7788086392082656 216.50978661420743 - -8.36358538e-10 -7.00000005e+01 -1.04358833e-09  5.18423349e-09 -   38.14341904 -468.17719522 -991.69234891  -94.99925492 -   55.63926026 -539.73992097 1.8105754382787282 103.7383311034204 -1163.80980626  -137.07897804 -2.4051271787039132 -137.80363653194115 -2255.91943908  2191.18919597 -47.828592857312415 -2740.376510773556 -   38.14341903 -468.17719495 -991.69234893  -94.9992548  - 0.15484561672713645 -2.5058159552189347 - 0.22844531454404501 -1.2152984691222641 - 14.40147320777685 4.3835484213558455 - 69.5306605018353 0.297192466684939 - -5.142524656798173 - -10.145948819999603 88.61287459765293 -15.288473476797776 
4.2 -   14.14850564 -269.49892005 -1.499994667755207 -85.94336375450152 -488.45921601  -34.64163107 -2.448430382724795 -140.28472736173163  835.24017073 1261.20907877 4.611843486232653 264.239167536031 - -8.52534043e-10 -7.00000005e+01 -7.25435712e-10  5.35181499e-09 -   28.2970098  -468.99784266 -976.91843945  -69.28325853 -   43.89327575 -540.99843061 1.7841137418418445 102.2221875788306 -1184.88344844  -114.33119025 -2.8883793053426605 -165.49194382906296 -1953.64641135  2366.25161224 -48.52753773420219 -2780.423102331631 -   28.29700979 -468.99784239 -976.91843946  -69.28325842 - 0.10087690433148197 -2.518226462224983 - 0.1978356856267669 -1.2330261361908947 - 13.91814256947596 4.236431301745798 - 71.74717037451924 0.42861775180640865 - -5.609798449126458 - -11.39616242596037 90.33036199754741 -17.005960875086828 
4.21 -    9.30839461 -269.78326532 -1.5242375423889638 -87.33237815428055 -479.31355391  -22.33239959 -2.3991676894088396 -137.46218294728004  984.8061699  1198.33452348 5.197559176094868 297.79820455972936 - -8.60749694e-10 -7.00000005e+01 -5.78722847e-10  5.16488186e-09 -   18.61678768 -469.56653317 -958.62711501  -44.66479548 -   31.95220752 -542.01993029 1.7528143418496245 100.42886405798458 -1202.77030769   -89.60060369 -3.369658311020443 -193.06719962265268 -1617.61015619  2586.97078793 -47.42088465718185 -2717.0165516331995 -   18.61678767 -469.5665329  -958.62711502  -44.66479537 - 0.049485891911687035 -2.53327876641369 - 0.16380702898324898 -1.2553772275660984 - 13.363707724401884 4.067671345399214 - 73.65420364961545 0.5833556848083191 - -5.933608849634936 - -12.410928430495233 91.66893840422487 -18.34453728013017 
4.22 -    4.56628677 -269.94786405 -1.5479629170857843 -88.69174199177483 -468.95401585  -10.70968441 -2.3453814782293883 -134.3804600506981 1077.12650578 1125.04845416 5.512661058350213 315.8522125295889 - -8.65693295e-10 -7.00000005e+01 -6.88089585e-10  4.87830931e-09 -    9.13257192 -469.89573059 -937.90803863  -21.41936503 -   19.84970931 -542.78243131 1.7167885060893373 98.36473571548866 -1217.10327996   -62.47176162 -3.8305374988799685 -219.4736319524205 -1241.89076697  2843.32368641 -44.43733924991475 -2546.0719918111545 -    9.13257191 -469.89573032 -937.90803864  -21.41936492 - 0.0007217311414876613 -2.550730894051619 - 0.12575986623214208 -1.2813367620738954 - 12.771230493384211 3.8873319736344443 - 75.20145106280793 0.7538434071525764 - -6.121052726244386 - -13.168403085009459 92.61385693697916 -19.289455811253845 
4.23 - -6.86244801e-02 -2.69999987e+02 -1.5711394576306439 -90.01965994870912 -4.57977288e+02  1.57142280e-01 -2.289886600690777 -131.20083778314034 1107.66252428 1048.33611521 5.5365138179956475 317.2188749870122 - -8.73109932e-10 -7.00000005e+01 -8.84369911e-10  4.77453008e-09 - -1.37250646e-01 -4.69999975e+02 -9.15954583e+02  3.14288418e-01 -    7.62339573 -543.26047331 1.6763349382498085 96.0469170120375 -1227.45883453   -32.6840449  -4.252008374854864 -243.62213433346375 -821.49863714 3114.35674139 -39.53719392284535 -2265.3143455693253 - -1.37250656e-01 -4.69999975e+02 -9.15954583e+02  3.14288534e-01 - -0.045393980415256274 -2.5692718671396624 - 0.08318892568055973 -1.3087828802398496 - 12.174011632833997 3.7055493354506153 - 76.33968414441267 0.9288592857893179 - -6.180409417160888 - -13.643293853999467 93.1481043984866 -19.823703271160355 
4.24 -   -4.5933001  -269.94724531 -1.5937648554417412 -91.31599975308953 -447.01272293   10.26902665 -2.235653325926899 -128.09350002999676 1074.78643824  975.20228836 5.260529873866762 301.40615977505274 - -8.85927776e-10 -7.00000005e+01 -1.04603259e-09  4.71083972e-09 -   -9.18660195 -469.89449303 -894.0254523    20.53805721 -   -4.68467991 -543.42721278 1.631943389124425 93.50346860110537 -1.23337847e+03 -2.38283238e-01 -4.614993401403387 -264.41964438113826 -354.87501171 3369.05600151 -32.7550135078371 -1876.7240318930674 -   -9.18660196 -469.89449276 -894.02545231   20.53805733 - -0.08883012830066259 -2.5865742124116875 - 0.035936360256873065 -1.3345749593293161 - 11.604185987847824 3.532104697492335 - 77.023174693849 1.0942180471252236 - -6.1203481098640395 - -13.808934187539535 93.25368342631438 -19.929282297403574 
4.25 -   -9.01099871 -269.79689992 -1.615866586446473 -92.5823356595941 -436.68180803   19.69469606 -2.1856285520586938 -125.22729161625229 982.07713959 912.07314624 4.699932041914936 269.286270000029 - -8.99801123e-10 -7.00000005e+01 -1.11424470e-09  5.57634294e-09 -  -18.02199923 -469.5938022  -873.36362227   39.38939609 -  -17.02789146 -543.25749695 1.5842907277535978 90.77317222199088 -1234.4161385     34.51691302 -4.901363094613104 -280.8274191825113  153.54439828 3569.68348683 -24.255205946417277 -1389.7209319503277 -  -18.02199924 -469.59380192 -873.36362228   39.3893962  - -0.1295529863100335 -2.5995623811583206 - -0.015548648481386856 -1.3548914689509164 - 11.090687582768004 3.375805054356746 - 77.21315326393857 1.2342281780732995 - -5.949135827392865 - -13.640337121225912 92.9138740791366 -19.589472948618777 
4.26 -  -13.33090285 -269.55522129 -1.6375003048560532 -93.82185641963751 -427.53605658   28.56072426 -2.1424448573079626 -122.75304816325414 840.15767316 863.9349731  3.903520505226336 223.65525019224387 - -9.12987019e-10 -7.00000005e+01 -1.01613296e-09  5.50385337e-09 -  -26.66180758 -469.1104449  -855.07211916   57.12145253 -  -29.35549774 -542.73158458 1.5342240992019427 87.90456571153184 -1230.20767172    70.84711548 -5.095486877307231 -291.9498926339994  691.68429637 3678.0997698  -14.378614688162635 -823.8339368765334 -  -26.66180759 -469.11044462 -855.07211916   57.12145264 - -0.16757292673699695 -2.6049530228253768 - -0.07004329760762626 -1.3658702261865387 - 10.65675708312276 3.243724445015152 - 76.88179492161375 1.3339301216429074 - -5.673913900324862 - -13.117891538759523 92.11620657139457 -18.791805439084385 
4.2700000000000005 -  -17.56705439 -269.22700097 -1.6587449440812312 -95.03908458451829 -419.9836182    37.03250586 -2.108065759995264 -120.78327098376695 666.92945707 833.42950299 2.955736411322344 169.35122172191421 - -9.06002384e-10 -7.00000005e+01 -1.39345957e-09  5.59332136e-10 -  -35.13411071 -468.45400422 -839.96724222   74.0650158  -  -41.61384703 -541.83888817 1.4827267618943167 84.95398562764328 -1220.54727964   107.66946069 -5.186082139776091 -297.14061881734506 1240.22597745 3664.23411201 -3.6507295330520666 -209.1713943876492 -  -35.13411072 -468.45400394 -839.96724223   74.06501596 - -0.20301172858949995 -2.600007694450095 - -0.12559128159261185 -1.3644661226091916 - 10.317490304313718 3.140457763112478 - 76.01588665568924 1.3817850408437187 - -5.300138901094726 - -12.231079728638292 90.85561976395917 -17.53121862973302 
4.28 -  -21.73658229 -268.81529193 -1.679694353208578 -96.2393973108081 -414.22513424   45.28745578 -2.083467178108373 -119.37387605964116 485.43565739 820.26740591 1.9670555863954127 112.70398316808843 - -9.33585653e-10 -7.00000005e+01 -7.92283572e-10  5.91278848e-09 -  -43.47316658 -467.63058609 -828.45027415   90.57491571 -  -53.74828373 -540.58091264 1.4308659676426918 81.98258099482887 -1205.44711978   143.67525021 -5.167856842343012 -296.09638619405905 1775.59820637 3514.10564717 7.2694938362806605 416.51131601524764 -  -43.47316659 -467.63058582 -828.45027416   90.57491582 - -0.236157418474752 -2.583277039037078 - -0.17980566315081759 -1.34926338807085 - 10.078109834657134 3.0675946702382633 - 74.61929070500754 1.3720901721703715 - -4.831287535668878 - -10.981396710377226 89.13708538207331 -15.812684246046103 
4.29 -  -25.85743381 -268.32143714 -1.7004464183751757 -97.42840306103462 -410.2219948    53.48533299 -2.0684702657515857 -118.51461627586966 319.68490525 821.27548754 1.0541073512822312 60.39590238218594 - -9.42762313e-10 -7.00000005e+01 -2.17119123e-09  5.03220576e-10 -  -51.71486967 -466.64287648 -820.44399514  106.97067022 -  -65.70546394 -538.97261758 1.379727949364234 79.05258837481037 -1185.15632752   177.51623248 -5.04235637297391 -288.90573897229865 2274.85988429 3234.0164268  17.693609477237565 1013.7691473983873 -  -51.71486969 -466.6428762  -820.44399513  106.97067038 - -0.26747390957499995 -2.5550308728246787 - -0.23036331564362975 -1.3209001987918376 - 9.933546414129637 3.0235921751558883 - 72.71359772828164 1.3062574420315904 - -4.268889172437241 - -9.383703450030794 86.97699375959876 -13.652592622468035 
4.3 -  -29.94601352 -267.7453807  -1.7210915939196885 -98.61128448704189 -407.71051652   61.7425531  -2.0617954061302637 -118.13217499072562 189.96470432 831.12597806 0.3168933297648271 18.15665035137202 - -9.74917924e-10 -7.00000005e+01 -2.50992116e-09  9.30704402e-10 -  -59.89202913 -465.49076355 -815.42103848  123.48511053 -  -77.43560782 -537.04180144 1.3303500894070466 76.2234453978755 -1160.12928919   208.00402853 -4.8176554745304445 -276.03132583869035 2720.60698793 2848.8645816  27.022592428701223 1548.280497666753 -  -59.89202915 -465.49076327 -815.42103846  123.48511068 - -0.29755385937573264 -2.5171720272769655 - -0.2755018234876747 -1.2818978599235882 - 9.869539648091061 3.004109671230064 - 70.33681630878002 1.1924307931234863 - -3.61288013709526 - -7.465615145432253 84.40289642122463 -11.078495282527513 
4.3100000000000005 -  -34.01518271 -267.08619093 -1.7417030416316832 -99.79223345059376 -406.25754544   70.1161487  -2.0613191847448578 -118.10488951522798 109.5166729  843.46974037 -0.17766384084246725 -10.179388252357354 - -9.82097959e-10 -7.00000005e+01 -1.14641807e-09  3.64134678e-09 -  -68.03036758 -464.17238398 -812.51509622  140.23230185 -  -88.89421486 -534.82666944 1.2836617468734086 73.54840041823691 -1130.9532299    234.26544539 -4.506989637685562 -258.23148454857875 3103.9399681  2395.38662403 34.83299257806015 1995.7834625333674 -  -68.03036759 -464.1723837  -812.51509623  140.23230198 - -0.32703320856644297 -2.4726835803225735 - -0.31431997528615085 -1.235976488414357 - 9.864980958053776 3.002722088303994 - 67.54038092552155 1.0436018101134719 - -2.8621994611140167 - -5.265085179738776 81.4516857819928 -8.127284640852793 
4.32 -  -38.07294276 -266.34268599 -1.7623299778922688 -100.97406984261067 -405.33756923   78.59928182 -2.064439366156051 -118.28366274140453  83.62536592 852.04359879 -0.4005144648562999 -22.947788470206717 - -9.85586723e-10 -7.00000005e+01 -7.64714514e-10  5.01364639e-09 -  -76.14588773 -462.68537404 -810.67514371  157.1985682  - -100.04295269 -532.37223409 1.2404421266383168 71.07209858660794 -1098.26003525   255.81737249 -4.126816593305738 -236.44917362097507 3424.63273324 1913.4361347  40.902980306369294 2343.5681410616835 -  -76.14588774 -462.68537376 -810.67514372  157.19856833 - -0.3565025191133951 -2.424874238119108 - -0.34679487591228897 -1.1871718506151236 - 9.894868446025097 3.0118193000151665 - 64.38507624455723 0.8749677397853687 - -2.015501246156191 - -2.8268293414586196 78.16673173038285 -4.842330587614811 
4.33 -  -42.12189555 -265.51405378 -1.7829947173230465 -102.15807219673182 -404.40738792   87.12624727 -2.0684313024011263 -118.51238384033265 110.88611992 851.4251635  -0.3545961838032237 -20.31686476336992 - -1.01338316e-09 -7.00000005e+01 -1.14454224e-09  5.00058661e-09 -  -84.24379336 -461.02810958 -808.814781    174.25249922 - -110.84969767 -529.72639219 1.2012978458112227 68.82929650314058 -1062.64854911   272.55884207 -3.6949070257603767 -211.70257826930535 3689.0502093  1438.58832207 45.18373726024421 2588.8374476399945 -  -84.24379337 -461.0281093  -808.81478101  174.25249933 - -0.38644327397271755 -2.3767170607121217 - -0.3735710685558127 -1.139086464213628 - 9.933172185296288 3.0234782666565083 - 60.93663528914095 0.7014048009371814 - -1.0718607049668094 - -0.19842869288459042 74.59469054203093 -1.2702893978513998 
4.34 -  -46.15936355 -264.60039174 -1.8036928684006088 -103.34398889720029 -402.96147432   95.58277385 -2.0707125596886597 -118.64309025489176 185.59929164 837.34092311 -0.06333573410374194 -3.628870256507206 - -1.01862696e-09 -7.00000005e+01 -9.12507403e-10  5.57581359e-09 -  -92.31872941 -459.20078546 -805.92295371  191.16555248 - -121.28792429 -526.93640331 1.1666575661463998 66.84455467719337 -1024.63366241   284.70383149 -3.228887765594306 -185.0016414899804 3907.09730546  997.80968258 47.742593884044396 2735.44913256284 -  -92.31872942 -459.20078517 -805.92295372  191.1655526  - -0.4171968495759643 -2.330446715781987 - -0.39565157223232317 -1.0944510870822886 - 9.95509470914155 3.0301510870969386 - 57.2617420717276 0.5356333424999069 - -0.031388788320953154 - 2.573168723532376 70.782621210466 2.541779935211423 
4.3500000000000005 -  -50.17793922 -263.60313459 -1.824395576562172 -104.5301666993489 -400.56244242  103.81752333 -2.068987386249279 -118.5442450978872 300.20198625 806.62346775 0.44113356125221265 25.27509126132757 - -1.01251629e-09 -7.00000005e+01 -8.25309598e-10  4.80278572e-09 - -100.35588081 -457.20627111 -801.12488982  207.63505154 - -131.3357388  -524.04620361 1.1367782381098417 65.13259528601169 -984.62573925  292.68645756 -2.7453775275047176 -157.2985454960814 4089.35304543  608.14654689 48.70517828952156 2790.601156421791 - -100.35588082 -457.20627082 -801.12488983  207.63505167 - -0.4489565910569262 -2.287421708729596 - -0.4141076700533732 -1.0549919131167438 - 9.938513836333989 3.025104168789662 - 53.424958911781765 0.3872271978225519 - 1.1042806566668446 - 5.444316375682547 66.77580411472798 6.548597032349392 
4.36 -  -54.16622619 -262.525373   -1.8450526639137301 -105.71373062162627 -396.84997245  111.65211676 -2.061286609939689 -118.10302311637334 447.07749416 756.98903074 1.1267630758249227 64.55876875594723 - -1.01836406e-09 -7.00000005e+01 -8.65725269e-10  4.62685534e-09 - -108.3324548  -455.05074787 -793.69994975  223.3042385  - -140.97483869 -521.09469499 1.1117573075262823 63.699001564083936 -942.93502363  297.06404193 -2.2596328613985186 -129.46742620720482 4244.99297721  277.41170822 48.212864695969714 2762.3936653143514 - -108.33245481 -455.05074758 -793.69994976  223.30423863 - -0.48176747373474943 -2.2481680899351733 - -0.4298685223939343 -1.0215001035503108 - 9.864669170069359 3.002627185666051 - 49.48678433135515 0.2623236632931256 - 2.3316279969435527 - 8.376368801092099 62.61640435038369 10.707996798035651 
4.37 -  -58.10959267 -261.37208403 -1.8655957945222459 -106.89076530348024 -391.53572382  118.8887167  -2.045939598645402 -117.22370414107108 619.5456279 686.7940374 1.9663604408264945 112.66415426084218 - -1.02848219e-09 -7.00000005e+01 -8.73399131e-10  4.81739448e-09 - -116.21918779 -452.74416989 -783.07145236  237.77743843 - -150.18960488 -518.11495038 1.091546665908672 62.54101709814341 -899.79228771  298.43229706 -1.7855199824959573 -102.30275923329098 4380.60793714    5.76188739 46.40018321130708 2658.534666641675 - -116.2191878 -452.7441696 -783.07145236  237.77743856 - -0.5155214486021638 -2.2125109354876322 - -0.4436015492214707 -0.9939915286913072 - 9.718324066592288 2.958082378472103 - 45.50274681436826 0.16379141486111973 - 3.6449853763031683 - 11.336471099133746 58.342944674293776 14.981456475436914 
4.38 -  -61.9908374  -260.15029683 -1.8859411847411287 -108.05647029556897 -384.39213428  125.31555696 -2.021517408370522 -115.82441571185504 812.12372535 594.88243816 2.938707728258173 168.37555005167133 - -1.03571551e-09 -7.00000005e+01 -8.94374352e-10  4.82947371e-09 - -123.9816773  -450.30059543 -768.78427312  250.63111898 - -158.96644609 -515.13418342 1.075966064544643 61.648314397708766 -855.37735541  297.35750033 -1.3356206956405072 -76.52542889052813 4499.77858307 -212.56494836 43.38989200695048 2486.057685526688 - -123.98167731 -450.30059514 -768.78427313  250.63111911 - -0.5499446560493766 -2.179732554163735 - -0.4556693452708679 -0.9718826972307657 - 9.48769537114228 2.887883167648798 - 41.52323649568059 0.0916490535430852 - 5.036348068154723 - 14.297588994842897 53.99046408801476 19.33393706299762 
4.39 -  -65.79074024 -258.86920819 -1.9059917388700867 -109.20528242405686 -375.24142339  130.71167775 -1.9867792528562431 -113.83406601281774 1020.26226025  480.58579946 4.026950819602175 230.72728626995237 - -1.04643050e-09 -7.00000005e+01 -8.68681127e-10  4.95703034e-09 - -131.58148304 -447.73841811 -750.48285116  261.42336056 - -167.29343954 -512.17431137 1.0647154579589135 61.00370212338438 -809.84888332  294.32547534 -0.9213192969614302 -52.787707299850126 4603.22157818 -387.64263383 39.30082358920716 2251.771323049758 - -131.58148305 -447.73841781 -750.48285116  261.42336069 - -0.5845815375021681 -2.1487352256749683 - -0.4661444833213606 -0.9541534839293192 - 9.164420183268932 2.789484037293422 - 37.59369480001398 0.04360959361574385 - 6.495242819262444 - 17.237949718803463 49.59120861419207 23.733192538065907 
4.4 -  -69.48852189 -257.54024802 -1.9256387623476847 -110.33097394931768 -363.94891641  134.85250541 -1.940644321261548 -111.19072914431696 1239.7833447   343.89044869 5.215321024084975 298.81588348591544 - -1.06024345e-09 -7.00000005e+01 -6.41591669e-10  5.55868951e-09 - -138.97704638 -445.08049772 -727.89783699  269.70501585 - -175.16025438 -509.25295005 1.0573870163106285 60.58381334652975 -763.37041746  289.70599309 -0.5527695921281104 -31.67136467210866 4689.37005991 -532.35996205 34.263103991069826 1963.1312517061476 - -138.97704639 -445.08049742 -727.897837    269.70501597 - -0.6187884351323168 -2.1182121813097043 - -0.4748682952915813 -0.9394987072592434 - 8.743748398195047 2.6614391412766376 - 33.75480849240869 0.015698204905181506 - 8.00865333245946 - 20.14005358423742 45.17569423678556 28.14870691669688 
4.41 -  -73.062267   -256.17707818 -1.9447635710737214 -111.42674477331454 -350.42251766  137.51780759 -1.8822001181084522 -107.8421229666394 1466.25008232  185.73464414 6.485299175930008 371.5802716604602 - -1.06217612e-09 -7.00000005e+01 -8.44806891e-10  5.03146680e-09 - -146.12453664 -442.354158   -700.84503927  275.03562013 - -182.55830065 -506.38468992 1.0534782820704371 60.35985937132851 -716.12887453  283.73221588 -0.2386960521515171 -13.676276374716522 4755.29352094 -660.88190511 28.43514534695601 1629.2138182216404 - -146.12453665 -442.3541577  -700.84503928  275.03562025 - -0.6517535348672535 -2.086837925105822 - -0.4815440238342143 -0.9264839536294647 - 8.225027400652694 2.5035498352936587 - 30.042468858800706 0.0029271985202384897 - 9.561021573734251 - 22.989406287710267 40.773973293267304 32.55042786144452 
4.42 -  -76.48937196 -254.79549582 -1.9632393707224305 -112.48533011631486 -334.61790903  138.50290917 -1.8107471093495224 -103.74816713124142 1694.48738845    8.34395206 7.812385487560711 447.61671636648265 - -1.07013420e-09 -7.00000005e+01 -8.73910722e-10  4.98252462e-09 - -152.97874659 -439.59099323 -669.23582177  277.00582319 - -189.48101272 -503.58249849 1.0524081209188596 60.29854365394426 -668.34254514  276.49627722 0.013959300160925319 0.7998089841773116 4797.85189392 -786.95235115 22.0165155817546 1261.453422418553 - -152.9787466  -439.59099293 -669.23582178  277.00582331 - -0.6825581090573046 -2.0534790391337028 - -0.4858536905424937 -0.9137174504465616 - 7.612395816264963 2.3170758422601896 - 26.487435801016517 1.0011265894861546e-05 - 11.134357869483608 - 25.773125815623644 36.41691747080756 36.90748368510725 
4.43 -  -79.74706362 -253.41320875 -1.9809337197687116 -113.4991416378981 -316.546982    137.63290305 -1.725867973073161 -98.88495085389012 1918.4397127  -184.52938217 9.16457167474242 525.0912780078813 - -1.08079234e-09 -7.00000005e+01 -9.80151071e-10  4.88566343e-09 - -159.49412994 -436.82641902 -633.09396745  275.26581077 - -195.92415293 -500.85907947 1.0535367067402344 60.36320685832734 -620.25705595  267.9625226  0.2004744353879429 11.486339047997246 4814.9146075  -922.08466818 15.251139367826688 873.8259185422877 - -159.49412996 -436.82641873 -633.09396746  275.26581089 - -0.7102834477078318 -2.0174052031272645 - -0.4875815434532785 -0.9000332983735635 - 6.915457234869621 2.1049403215264806 - 23.114849894873647 0.0020648081351382686 - 12.708496692281699 - 28.4785922054117 32.13731225940489 41.1870888976934 
4.44 -  -82.81300244 -252.04946011 -1.9977117229143069 -114.46045040679793 -296.28556486  134.77819299 -1.6275003806957034 -93.24890296979855 2131.45857183 -387.59898983 10.503228162887087 601.7906449963752 - -1.09649534e-09 -7.00000005e+01 -1.23787913e-09  4.71189310e-09 - -165.62600761 -434.0989217  -592.5711329   269.55639045 - -201.88601596 -498.22801005 1.056189831308837 60.51521969863074 -572.12981007  257.99841349 0.318752741920418 18.263186820262707  4806.40115286 -1073.89707389 8.417394599289594 482.2811850355065 - -165.62600763 -434.0989214  -592.57113291  269.55639057 - -0.734149609518606 -1.9784586271574245 - -0.48671942985609434 -0.8846600398367024 - 6.149615439382444 1.8718319064915263 - 19.943891997603288 0.005219988703296392 - 14.261524073969724 - 31.09231775210185 27.970559332180553 45.35384182607157 
4.45 -  -85.66594173 -250.72450228 -2.0134398665087403 -115.3616066543347 -273.97629213  129.8685947  -1.515988642354276 -86.85975099666761 2326.9631722  -594.34459578 11.786358996079622 675.3086263014123 - -1.09237419e-09 -7.00000005e+01 -1.01044861e-09  5.10721065e-09 - -171.33188623 -431.449006   -547.95258717  259.7371936  - -207.36743171 -495.70449323 1.059686554115319 60.7155671575693 -524.20601487  246.41972126 0.3695648919473982 21.174508564794223  4774.88392947 -1244.98817395 1.8058517690757039 103.4676847942712 - -171.33188624 -431.4490057  -547.95258717  259.73719372 - -0.7536531572569414 -1.9371330694108495 - -0.48352784336375876 -0.8673345274578672 - 5.33577681965146 1.6241141247572175 - 16.987916927586543 0.007016864968232953 - 15.770376748235151 - 33.599199674242584 23.954824736963452 49.369576422477735 
4.46 -  -88.28637875 -249.45894968 -2.0279901785146612 -116.19527812287248 -249.82383171  122.90298994 -1.3920945865938283 -79.76114449483548 2499.26314435 -797.58519358 12.97327643828774 743.3139863704002 - -1.09281473e-09 -7.00000005e+01 -7.22252480e-10  5.44922329e-09 - -176.57276031 -428.91790077 -499.64766603  245.80598377 - -212.37150811 -493.30561569 1.0633680142319024 60.92649928469527 -476.69163479  233.04272355 0.35652812290812047 20.427556720356787  4725.58589804 -1432.70456096 -4.309686726855487 -246.9268604723694 - -176.57276032 -428.91790046 -499.64766604  245.8059839  - -0.7686624271513511 -1.8945308332480093 - -0.47853568624038245 -0.8483254581029177 - 4.49928237186682 1.3695003180224006 - 14.255244823848795 0.006530542947458937 - 17.21157916304321 - 35.98226394088084 20.130558056685473 53.19384310392405 
4.47 -  -90.65711785 -248.2730666  -2.041244258615247 -116.95468097396437 -224.08227331  113.95245228 -1.256960898126695 -72.01855447563305 2644.25591093 -990.18094539 14.029164295492599 803.8119042273509 - -1.09059783e-09 -7.00000005e+01 -7.29897920e-10  5.31460387e-09 - -181.31423853 -426.54613457 -448.16454894  227.90490811 - -216.90311388 -491.05008893 1.0666245825399354 61.113086904441616 -429.72941993  217.73366352 0.2857984306492827 16.37504386766625  4665.78702461 -1629.91233765 -9.699122426380463 -555.718780012287 - -181.31423854 -426.54613427 -448.16454894  227.90490824 - -0.7794383764494407 -1.8522031590617614 - -0.4724801630630727 -0.8283552447190555 - 3.6681686618770004 1.1165243107211151 - 11.750534869931387 0.00419644353628429 - 18.562054490885885 - 38.22292238479383 16.53942428606579 56.78497687567972 
4.48 -  -92.76367785 -247.18605861 -2.053096734419266 -117.6337778143156 -197.03720498  103.15651243 -1.1120356028818792 -63.714946713417724  2759.76332756 -1165.67224438 14.928091075397782 855.3166148072033 - -1.09774589e-09 -7.00000005e+01 -7.23190396e-10  5.32565991e-09 - -185.52735855 -424.37211854 -394.07441196  206.31302801 - -220.96815886 -488.95754918 1.0689187289336815 61.24453181038842 -383.38305814  200.44622304 0.16553816659346707 9.48463829413918  4603.83763112 -1826.56385496 -14.192987819433993 -813.1983007341531 - -185.52735856 -424.37211824 -394.07441197  206.31302814 - -0.7865737494433869 -1.8119173832814641 - -0.4662068678212567 -0.8084413608500153 - 2.8710657900453436 0.8739005884787738 - 9.476427132627109 0.001407855190612312 - 19.799931568891168 - 40.301668227601795 13.222801366341837 60.10159979649296 
4.49 -  -94.59451079 -246.21543014 -2.063457848502619 -118.22742592234529 -168.9866429    90.71401322 -0.9589775607258884 -54.94536687734401  2845.42578099 -1318.70485189 15.653754515807101 896.8940672896005 - -1.10451026e-09 -7.00000005e+01 -7.25918881e-10  5.31562705e-09 - -189.18902445 -422.43086158 -337.97328751  181.42802919 - -224.57276816 -487.04756885 1.0698019434174233 61.29513627271165 -337.63196068  181.24112067 0.005282330983309869 0.3026552713348456  4548.06678375 -2011.62490394 -17.68560855073663 -1013.3107280776894 - -189.18902447 -422.43086127 -337.97328752  181.42802932 - -0.7908702419940026 -1.7754124296007978 - -0.46055924204725457 -0.7897011838679644 - 2.1351217817494574 0.649892520054744 - 7.435050905999142 1.433550262478188e-06 - 20.905276454822967 - 42.19905806772516 10.220066641353606 63.10433452254813 
